,Date,Company,Close,High,Low,Open,Volume,Year,Month Name,Month
0,2015-01-02,Apple,24.3471736907959,24.817058905170082,23.90623813027048,24.805923508061987,212818400.0,2015,Jan,1
1,2015-01-02,Amazon,15.425999641418457,15.737500190734863,15.347999572753906,15.628999710083008,55664000.0,2015,Jan,1
2,2015-01-02,Google,26.381864547729492,26.693235802043404,26.298664339339545,26.53381197141211,26480000.0,2015,Jan,1
3,2015-01-02,Meta Platforms,78.1514663696289,78.62964314038716,77.40432039056797,78.28097653689777,18177500.0,2015,Jan,1
4,2015-01-02,Microsoft,40.152488708496094,40.71922603467389,39.96357845020635,40.06662070706024,27913900.0,2015,Jan,1
5,2015-01-02,NVIDIA,0.4831436276435852,0.4867438288642689,0.47546323652163136,0.4831436276435852,113680000.0,2015,Jan,1
6,2015-01-05,Apple,23.661273956298828,24.195740719586887,23.474211523610663,24.115570620142528,257142000.0,2015,Jan,1
7,2015-01-05,Amazon,15.10949993133545,15.418999671936035,15.042499542236328,15.350500106811523,55484000.0,2015,Jan,1
8,2015-01-05,Google,25.87918472290039,26.304144518013192,25.79399473602273,26.262296405064323,41182000.0,2015,Jan,1
9,2015-01-05,Meta Platforms,76.8962631225586,78.94842155353801,76.5675170825391,77.68325776365303,26452200.0,2015,Jan,1
10,2015-01-05,Microsoft,39.78324508666992,40.126720293860174,39.71454807983972,39.81759031443144,39673900.0,2015,Jan,1
11,2015-01-05,NVIDIA,0.4749831557273865,0.48458364334630866,0.47282306389539447,0.48314356305056416,197952000.0,2015,Jan,1
12,2015-01-06,Apple,23.663497924804688,23.924049860493223,23.300505111079683,23.72585205994149,263188400.0,2015,Jan,1
13,2015-01-06,Amazon,14.76449966430664,15.149999618530273,14.619000434875488,15.112000465393066,70380000.0,2015,Jan,1
14,2015-01-06,Google,25.240501403808594,25.966368522154774,25.186197680374406,25.930997174056603,54456000.0,2015,Jan,1
15,2015-01-06,Meta Platforms,75.86021423339844,77.29472917424276,75.07321965039611,76.93610613930245,27399300.0,2015,Jan,1
16,2015-01-06,Microsoft,39.1993408203125,40.14390190788338,39.104884056424574,39.826186382159236,36447900.0,2015,Jan,1
17,2015-01-06,NVIDIA,0.460582435131073,0.476183179931143,0.46010241793647233,0.47570316273654234,197764000.0,2015,Jan,1
18,2015-01-07,Apple,23.995319366455078,24.095531157517737,23.76148958861117,23.87283677824669,160423600.0,2015,Jan,1
19,2015-01-07,Amazon,14.920999526977539,15.064000129699707,14.766500473022461,14.875,52806000.0,2015,Jan,1
20,2015-01-07,Google,25.166271209716797,25.482125663309546,25.091543245230124,25.455224660351615,46918000.0,2015,Jan,1
21,2015-01-07,Meta Platforms,75.86021423339844,77.06560869079864,75.53146821764538,76.46789349875009,22045300.0,2015,Jan,1
22,2015-01-07,Microsoft,39.697364807128906,39.894863743404834,39.06193401661555,39.48269162304818,29114100.0,2015,Jan,1
23,2015-01-07,NVIDIA,0.4593822658061981,0.4680226876483051,0.45794218596197506,0.46394247096021163,321808000.0,2015,Jan,1
24,2015-01-08,Apple,24.917266845703125,24.975167843506746,24.20687143499122,24.324900849481665,237458000.0,2015,Jan,1
25,2015-01-08,Amazon,15.02299976348877,15.156999588012695,14.805500030517578,15.015999794006348,61768000.0,2015,Jan,1
26,2015-01-08,Google,25.25395393371582,25.28334643817867,24.661599755775498,24.984928707622984,73054000.0,2015,Jan,1
27,2015-01-08,Meta Platforms,77.88249206542969,77.93230483425258,75.7904849810127,76.44796944737853,23961000.0,2015,Jan,1
28,2015-01-08,Microsoft,40.865203857421875,41.002594619361105,40.11814179410568,40.14390153832736,29645200.0,2015,Jan,1
29,2015-01-08,NVIDIA,0.476663202047348,0.4795433624679356,0.46442260609471997,0.46466262900030997,283780000.0,2015,Jan,1
30,2015-01-09,Apple,24.943994522094727,25.220135039292984,24.543144014046415,25.09097190903041,214798000.0,2015,Jan,1
31,2015-01-09,Amazon,14.846500396728516,15.143500328063965,14.833999633789062,15.074000358581543,51848000.0,2015,Jan,1
32,2015-01-09,Google,24.94556999206543,25.338147878892897,24.84244536664587,25.317223821508133,42000000.0,2015,Jan,1
33,2015-01-09,Meta Platforms,77.44416046142578,78.32081651010225,76.90621450438188,77.90240903216072,21157000.0,2015,Jan,1
34,2015-01-09,Microsoft,40.52172088623047,41.06269838534283,40.27270240944244,40.88237364418997,23944200.0,2015,Jan,1
35,2015-01-09,NVIDIA,0.47858330607414246,0.48218350664965365,0.47186297935256055,0.4783433117768573,209540000.0,2015,Jan,1
36,2015-01-12,Apple,24.329364776611328,25.082071285740394,24.229152969726698,25.075390725151223,198603200.0,2015,Jan,1
37,2015-01-12,Amazon,14.570500373840332,14.92549991607666,14.46399974822998,14.878000259399414,68428000.0,2015,Jan,1
38,2015-01-12,Google,24.76323127746582,24.923649043990856,24.456841135285984,24.87183682306002,57138000.0,2015,Jan,1
39,2015-01-12,Meta Platforms,76.42804718017578,77.70317498958815,75.91998583098886,77.54378021323096,19190200.0,2015,Jan,1
40,2015-01-12,Microsoft,40.01508331298828,40.82225664429584,39.80899887461624,40.71921114945673,23651900.0,2015,Jan,1
41,2015-01-12,NVIDIA,0.47258293628692627,0.48002330181400943,0.4682627249683496,0.479783278947348,190732000.0,2015,Jan,1
42,2015-01-13,Apple,24.545368194580078,25.119919947298015,24.253639179396174,24.81482811759365,268367600.0,2015,Jan,1
43,2015-01-13,Amazon,14.737000465393066,15.074999809265137,14.661499977111816,14.87399959564209,82728000.0,2015,Jan,1
44,2015-01-13,Google,24.999374389648438,25.338146452437986,24.77319503439497,25.037735159360917,60958000.0,2015,Jan,1
45,2015-01-13,Meta Platforms,76.15906524658203,77.78286711941152,75.56135007637248,76.93610332825126,25179600.0,2015,Jan,1
46,2015-01-13,Microsoft,39.80900192260742,41.13997521414801,39.55139471709204,40.332805096692255,35270600.0,2015,Jan,1
47,2015-01-13,NVIDIA,0.47186291217803955,0.4857835808456472,0.4685027636014119,0.4761831236420032,236720000.0,2015,Jan,1
48,2015-01-14,Apple,24.451839447021484,24.60549738776521,24.16233612262507,24.282591271265595,195826400.0,2015,Jan,1
49,2015-01-14,Amazon,14.66349983215332,14.795499801635742,14.324999809265137,14.596500396728516,110774000.0,2015,Jan,1
50,2015-01-14,Google,25.205129623413086,25.32120968292744,24.81803455265047,24.930625368725586,52800000.0,2015,Jan,1
51,2015-01-14,Meta Platforms,75.98971557617188,76.90621269609223,75.74066695008302,76.12918219875276,25918600.0,2015,Jan,1
52,2015-01-14,Microsoft,39.46554183959961,39.705978182258406,39.17358599724275,39.46554183959961,29719600.0,2015,Jan,1
53,2015-01-14,NVIDIA,0.47378304600715637,0.47522312614379847,0.4656226681971752,0.4668227254405031,155260000.0,2015,Jan,1
54,2015-01-15,Apple,23.7882080078125,24.509737153556845,23.752577798886094,24.496376037587304,240056000.0,2015,Jan,1
55,2015-01-15,Amazon,14.34749984741211,14.800000190734863,14.340999603271484,14.699999809265137,88384000.0,2015,Jan,1
56,2015-01-15,Google,25.10947608947754,25.395438196600566,25.009836910143765,25.3525942427029,51068000.0,2015,Jan,1
57,2015-01-15,Meta Platforms,73.76821899414062,76.278626240178,73.26015757992796,76.10927496889451,34134000.0,2015,Jan,1
58,2015-01-15,Microsoft,39.05336380004883,39.82618893998988,38.993255542015014,39.68879816796196,32750800.0,2015,Jan,1
59,2015-01-15,NVIDIA,0.47042298316955566,0.4800234428712603,0.47018296023236233,0.47714331068307425,188932000.0,2015,Jan,1
60,2015-01-16,Apple,23.603370666503906,23.95745552127747,23.427441948588125,23.83497296480989,314053200.0,2015,Jan,1
61,2015-01-16,Amazon,14.536999702453613,14.53950023651123,14.262499809265137,14.314000129699707,69564000.0,2015,Jan,1
62,2015-01-16,Google,25.430810928344727,25.450239323119213,25.063640303398515,25.06662972577749,49658000.0,2015,Jan,1
63,2015-01-16,Meta Platforms,74.89390563964844,75.03337226688143,73.55900100709684,73.75824447483052,21791500.0,2015,Jan,1
64,2015-01-16,Microsoft,39.70598220825195,39.74032745298148,38.78717730406416,38.90739712541069,35695300.0,2015,Jan,1
65,2015-01-16,NVIDIA,0.4790632724761963,0.47954328960281606,0.46826272976334804,0.4697028097548261,181512000.0,2015,Jan,1
66,2015-01-20,Apple,24.21133041381836,24.26700400226109,23.716948676603216,24.01535829512517,199599600.0,2015,Jan,1
67,2015-01-20,Amazon,14.472000122070312,14.668000221252441,14.319499969482422,14.629500389099121,61502000.0,2015,Jan,1
68,2015-01-20,Google,25.404903411865234,25.687380065865817,25.37650675046371,25.54589277871002,46796000.0,2015,Jan,1
69,2015-01-20,Meta Platforms,75.94987487792969,76.01960819655979,74.53528035694089,75.43185702530059,22821600.0,2015,Jan,1
70,2015-01-20,Microsoft,39.83477783203125,40.058039902927185,39.13064965579883,39.75749531143722,36161900.0,2015,Jan,1
71,2015-01-20,NVIDIA,0.4805034101009369,0.485063587656598,0.47450309515782524,0.48242347883771586,140308000.0,2015,Jan,1
72,2015-01-21,Apple,24.396160125732422,24.732427280013937,24.111110007626575,24.26254219264238,194303600.0,2015,Jan,1
73,2015-01-21,Amazon,14.862500190734863,15.300000190734863,14.36299991607666,14.482000350952148,201302000.0,2015,Jan,1
74,2015-01-21,Google,25.925518035888672,25.998254313548514,25.387467609061847,25.449741858437584,46356000.0,2015,Jan,1
75,2015-01-21,Meta Platforms,76.4479751586914,77.00584932981225,75.5613625300088,75.87018803913202,25096700.0,2015,Jan,1
76,2015-01-21,Microsoft,39.431175231933594,39.620088712567195,39.053351546319746,39.44834948250514,39081100.0,2015,Jan,1
77,2015-01-21,NVIDIA,0.48722365498542786,0.4884237407330063,0.47450304362193424,0.47786322076959203,144780000.0,2015,Jan,1
78,2015-01-22,Apple,25.030845642089844,25.046434178854543,24.434024707490803,24.55427986211409,215185600.0,2015,Jan,1
79,2015-01-22,Amazon,15.515999794006348,15.612500190734863,15.0,15.0,107252000.0,2015,Jan,1
80,2015-01-22,Google,26.767963409423828,26.84468495099309,26.001244013606097,26.05554583692189,56068000.0,2015,Jan,1
81,2015-01-22,Meta Platforms,77.35452270507812,77.45414065852138,76.388212595917,76.87634588804279,19519500.0,2015,Jan,1
82,2015-01-22,Microsoft,40.4702033996582,40.47878888866592,39.56857637376631,39.82618362749915,35898000.0,2015,Jan,1
83,2015-01-22,NVIDIA,0.4956240653991699,0.49706414535423354,0.4831434487529329,0.48818367137241975,159712000.0,2015,Jan,1
84,2015-01-23,Apple,25.160005569458008,25.33147945202473,24.837097779007493,25.00857336059708,185859200.0,2015,Jan,1
85,2015-01-23,Amazon,15.619500160217285,15.846500396728516,15.38599967956543,15.404000282287598,89928000.0,2015,Jan,1
86,2015-01-23,Google,26.999624252319336,27.17199971446707,26.69074449787722,26.80433305157072,45966000.0,2015,Jan,1
87,2015-01-23,Meta Platforms,77.53382873535156,77.89245940489991,76.74683407719613,77.35451340057739,16746500.0,2015,Jan,1
88,2015-01-23,Microsoft,40.51314163208008,40.693466400982516,40.18683732955117,40.667706655611966,26211600.0,2015,Jan,1
89,2015-01-23,NVIDIA,0.49706414341926575,0.49802417764449236,0.4920238635961638,0.4961040519708035,120416000.0,2015,Jan,1
90,2015-01-26,Apple,25.18672752380371,25.467322845755984,25.119920246496974,25.329251754218838,222460000.0,2015,Jan,1
91,2015-01-26,Amazon,15.482999801635742,15.649999618530273,15.37600040435791,15.590999603271484,63394000.0,2015,Jan,1
92,2015-01-26,Google,26.73906898498535,26.977206037830662,26.50740869744148,26.977206037830662,30932000.0,2015,Jan,1
93,2015-01-26,Meta Platforms,77.20508575439453,78.17139578570101,76.99588578890993,77.68326253290363,19260800.0,2015,Jan,1
94,2015-01-26,Microsoft,40.36716079711914,40.470206326588006,39.7059699991253,40.3585753074905,42525500.0,2015,Jan,1
95,2015-01-26,NVIDIA,0.49490419030189514,0.4973043052855351,0.49178403510083774,0.49490419030189514,133240000.0,2015,Jan,1
96,2015-01-27,Apple,24.304859161376953,25.048659110774842,24.28036264903307,25.035296295572685,382274800.0,2015,Jan,1
